,target,TweetText
247410,0,Tom's voice is starting to fail.. poor him.. 
405262,0,"@MrsCarinaDanger realy ? that's so cool, but, I will need to wait a little more "
97617,0,@BrookeAmanda aw man  id hate that!
632748,0,doesn't know. 
368710,0,@GeraldIsham not cute huh?... 
72184,0,i am FREEZING. just made a  hot water bottle to warm up my toes. 
86494,0,Has just been for her first post-injury run. Her chest feels so tight its as though she never ran a mile in her life. BOO 
763123,0,back to work ugh 
1552,0,@babybazooka i do too...but it's hard 
478916,0,Livejournal is down!! 
340919,0,is watching masterchef - pitty they're making yuk fish/seafood stuffs 
253439,0,erm.....blackberry bold is broken   super bad times
729316,0,@musicjelly i hate you..  i am still doing my practice exam atm O+o
656937,0,@kmack1023 I missed the FedX truck!! Only have a slip to pick it up after 6!!!  
239695,0, Maths Exam tomorrow 
727619,0,@Ellonkah Oh dear 
511906,0,"@CortanaV I can't sleep, and when I hop on the computer, Bnet is down? That's wrong on so many levels.... "
683353,0,My cat was just WAILING at the door. opened it up &amp; he brought me a mouse &amp; was all purrr purrr look what i brought! Ugh. Still alive too 
390537,0,"Since we woke up late we tried the Durham farmers' market. Lots of Duke shirts, but otherwise very similar to Carrboro. No golden beets. "
700348,0,At least my visual voice mail is working now. AT&amp;T never delivered the last 3 voicemails to my EDGE iPhone  #attfail
631807,0,In need of an agent  waiting on the fam from p.r to get here
11269,0,@boygenius losing that is the worst. 
140109,0,enjoyed me day off yesterday but back to the grind today 
717056,0,well i thought i had it but its not working 
692800,0,I'm tired of feeling like this... 
64520,0,i'm sick  will someone bring me soup and cuddles? what awful timing
545362,0,@justlegendary haha I don't think the yankees cups could ever compare to the Medieval Times cups! I wanna go back to get that cup now 
629958,0,@mariemontano i'm going to cry 
235780,0,yesterday/last night was joooookes. i wish jen wasnt being a fag and let us stay longer so i could see @WeTheTRAVIS 
530815,0,@diana_music cruchynutter is there anytime you are well? everything bad happens to you 
748425,0,I have a hangover 
646109,0,Not liking all this rain everyday   I need sunshine!
283357,0,"@hip_hip_jorge My thoughts are with those families, too. Air disasters are incomprehensible, they're so awful.Frightening to think about "
404495,0,"@ballywoo Aww, baby, what happened? "
40713,0,@biggerpills For asplit second I thought he might have a thing against beer (but that's CAMRA) 
573817,0,but i have a bus pass 
98914,0,can anyone ever feel unloved to this horrible extent 
465714,0,It's been raining non-stop and of course the ants have invaded us! Attack of the killer ants this Monday morning 
587694,0,I have a boo boo on my foot now 
388078,0,http://twitpic.com/6qppw - @ work till 1pm 
639789,0,is wondering whether Globe-Trotter in London can fedex or dhl me leather straps. Someone fucked with my suitcase somewhere. 
78,0,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . 
394230,0,"sad thinking about where i was a week ago at this exact time, loooong sigh! "
678439,0,@KittiexKennera LOL. i wish it was that easy! 
194695,0,"Embarking on the excruciating west to east mrt journey. This is the pain-in-the-butt part b4 the fun begins. Yes, literally butt pain "
702419,0,"@psdontwrite alright! i have black, pink, and uh. a bunch of funky colors, haha. they never send me wooden ones "
685944,0,"&quot;Ultrasn0w, which will be released sometime soon&quot;   ...  #dev-team"
151308,0,@lauraluvsmariah Nothing just was wondering because I've heard she calls when ppl win stuff. I have yet to win a contest  lol
564162,0,I am totally bummed that I can't be there for Crystal's birthday today 
665379,0,"@kdp8791  i can't watch it  Says:As a Junior member of blogTV, you do not have permission to enter the senior member's pages)"
190313,0,Not so excited anymore.it's cold and raining and I need chocolate 
366653,0,I wish my bae was in town so he could hold up my bar 4 me right now 
746102,0,"My poor Perez  I love that guy for speaking his mind, providing me with daily reading, &amp; drawing lil penis faces. Stupid thugs"
700377,0,I think I am cursed... It always rains the day after my car washed. 
245758,0,did anyone actually leave for wawa yet? i dont wanna be there by myself 
649317,0,@coconutlime jealous that you have an italian store! LOL We don't here   blah
237584,0,Feel really ill  Hoping that I get so ill I go to hospital and get out of exams.
655344,0,you might be a grownup (or just really lame) if -- you have to plan 20 minutes to grab fast food.... 
208299,0,I can't believe how quickly time has gone. 
694155,0,Â» woke up 2 hours ago but i'm stilL tired.  &amp; something went wrong with my mobiLe phone bilL. :S hmm.. i have to write an e-maiL to them..
544557,0,Meeting with my MBA group to discuss Economics 
225183,0,"went to see Up with alyssa, wow it was kinda depressing "
450795,0,@dougiemcfly you guys really didn't have a good night tonight? 
418589,0,OMG........ they both cheated on one another  Not nice
144152,0,Can  I make it to the gas station?  http://twitpic.com/5os5v
126910,0,@propecia69 Aww pumpkin! Ohio never gets earthquakes. We're so boring.  Just tornado(e?)s and too much snow.
257581,0,I wish school was ou 
707641,0,"@wolkenfuehlen Me too, lol. I'll probably get used to it just when it's over  Can't wait, though."
380648,0,Friend of mine in car accident... in ICU.  Need some prayers 
318062,0,"1 Day Till sanantoniohackers.org, 2 day's till Burn notice season premiere, 3 Day's till CTF Prequal, 9 day's now with barely any sleep "
710296,0,@ddlovato I thought you were going to reply to fans that were going to your concert 
704698,0,@josallethegreat I THOUGHT WE WERE SUPPOSED TO MAKE THOSE. 
581211,0,@blingafe me neither  you'd have to do do like 1000 #squarespace tweets per day to have a chance lol.
657679,0,"@geraldineeliot  That's awesome, if you were my Summer school teacher it wouldn't be a bore I'm sure! It's cold here!!! "
486740,0,@RaNdOmNuMbEr1 ur gng 2 new york................ i h8 u so much 
102997,0,Traffic on the 57 
500101,0,@djackmanson I loved that password too 
680129,0,i got a headache 
779027,0,have been stuck indoors all day cause of the rain  am soooo bored. Watching PokÃ©mon too now I wants a Lumineon 
183621,0,can't wait for finale of the hills ! lauren 
761259,0,"@barbchamberlain I've been having trouble *following* people lately, annoying "
518864,0,"@JAYv2 cool, w/e too short as usual unf. And way too busy at work  v little time to tweet."
430320,0,preparing for the ESL Pro Series Finals: Where are my sunglasses? 
283187,0,@fenterZ no need to be so nasty 
79201,0,@ChicGalleria sorry 2 hear that! I know how it feels 
18054,0,@ladieslovetj I've always wanted to skateboard  haha would yuh like to teach meh? Lmfao
311231,0,"Just got back from hospital, brother had to go to the emergancy ward... "
382354,0,@lautner_taylor i love you sooooooo much!! y r u playin jake 
490733,0,Getting ready to swim. Just washed my hair yesterday. UGH! Hate I'm no longer natural. 
355981,0,Ummm I don't like driving in the mountains when it's cloudy 
602247,0,got headache 
770460,0,i lost my fav yellow hoodieeee 
331777,0,Spider mites in my room at the Sofitel are NOT ok... At all. 
365703,0,Bored. i want to go to the beach. but its like an hour n half away. 
759511,0,@LuvliePrincess awww I'm sorry for your loss!!! 
489237,0,"@yourchica Probably the cost of shipping all their equipment, the crew, traveling etc, and they didn't sell enough tickets?? who knows. "
43557,0,Dwntwn checkin out Lost Leaf. headin home soon. Have to work early 
286848,0,thinking how each of those killed in Air France crash might have felt just before the jet went down...  really sad...
458875,0,@Amandagail11 be tee double you... email me. my email is getting tres boring with only facebook notifications 
566788,0,OMG this is sooo boring  can it be 5 yet?
14170,0,Whew!! A hot day at the Ren Faire  glad to be back home!!
757846,0,@rakalite i lost almost 50 pts at the 5k 
531960,0,my dads in the hospital 
109706,0,@kimcfly i'd have thought so yea why? whats the picture?... and danggg i'll have another look for the imp but i dont think its here 
193885,0,damn is any body still up?? 
11367,0,"Back from a week away, now....unpacking "
506434,0,Powers out. 
35573,0,Cause unknown in death of 21 polo ponies in Wellington.   http://tinyurl.com/da6y8n
192684,0,Cant believe @ReeceEmmitt left so early  hope he comes back soon.
585755,0,@Amy_Mayna wish I was there 
324720,0,Poolside w the gang. The boys leave for Europe tmrw 
354777,0,@micaheljcaboose I requested the password reset email like 5 times but I didn't get it 
538987,0,"never found that piece of the fork in my food again, therefore definitely ate it "
27232,0,@LewisBeechey I tried looking into setting up a connection between Twitter &amp; MSN so you could send/receive tweets in-game. Dead end 
685494,0,cant wait until the new shane dawson vid tomorrow!!!!!! but I'll be gone! 
375201,0,"There is so much I want to succeed in, but I have no oppotunties in my current state of mind and location. "
237302,0,is sick now 
585309,0,@DataPlanMan yeah...same here...just seems like the bad is starting to outweigh the good... 
543724,0,@mmitchelldaviss they shoulda sent you a message that its down today for 24 hrs. on my birthday  crap
459397,0,"@Madddd_ haha I want Sims 3 that just came out, but I have no money "
665340,0,RIP to Philly sportscaster Gary Papa. He will be missed. 
273503,0,Concerned about no real positive freedom of speech for the shrinking indigenous peoples of Britain under New Labour 
353918,0,"Im so stuck, I need to sing a song for my concert, my one i wont is the climb but girls have sung it, so now im stuck and need help .   "
11115,0,@PeterSantilli YAY!!! ... as all who choose to NOT do right   ... even the one I voted for this time ... Thank You  and follw UR happy
322590,0,@ohi_sarah Aww you do care  you missed me. Still no birthday card though 
318170,0,oh no one of my favorite shirts has a hole in it ugh 
349984,0,Needs to go to a beach ASAP because I miss the beautiful Bahamas 
265770,0,"fasting today.. food is the worst addiction! and somehow, between munching and eating like a pig, i've seem to put on 3 kilos "
689890,0,got to work an hour ago. My co worker got bitten by a dog. In the face. Ouchies. I ate Einsteins for breakfast instead of my groceries 
776364,0,I need to go to bed! for some reason I'm having problems sleeping  I love sleep..... 
462037,0,Watching Tiny toons. I have work today.  I have to get up @ 6 to be in Harlem. I don't wanna go  I can't sleep. Ugh!
119812,0,Going to say bye to Dave he's headed back to New zeland tmw. 
308599,0,"my first tweet, ill make it short and sweet. hope i get some followers because right now its usless to update "
347292,0,@blufrogenergy they don't carry that round here  least not yet - dis tha hood lol - crackheads got all the energy lols
207466,0,What About Faitytales? If they were true Christian still being here. He was absolutely my blue prince 
